date,news_sentiment_accel_1d_z21,news_topic_entropy_daily_z21,news_sentiment_extreme_1d_z21,news_topic_shock_1d_z21,news_topic_intensity_MacroRF_1d_z21,news_topic_intensity_MonPolicy_1d_z21,news_topic_intensity_Geopol_1d_z21,news_sentiment_level_21d_z63,news_topic_entropy_level_21d_z63,news_topic_intensity_OilGas_21d_z63,news_topic_intensity_Fiscal_21d_z63,news_sentiment_level_63d_z1y
2020-05-07,0.72542,1.15334,-1.26920,-0.57224,0.10969,-0.33969,-0.09076,0.00000,0.00000,0.00000,0.00000,
2020-05-08,-1.05727,-0.01963,-2.88168,-0.58532,0.27912,-0.28007,-0.15291,0.00000,0.00000,0.00000,0.00000,
2020-05-09,1.97387,0.69185,0.77010,-0.61106,1.21726,-0.14724,0.00214,0.00000,0.00000,0.00000,0.00000,
2020-05-10,-1.59188,-2.20548,0.69508,-0.12510,-1.70213,-0.12234,-0.29420,0.00000,0.00000,0.00000,0.00000,
2020-05-11,1.04456,0.80811,-1.37308,1.39407,-0.42465,-0.24921,-0.33471,0.00000,0.00000,0.00000,0.00000,
2020-05-12,-1.14590,0.99177,0.77039,-0.51867,-0.75109,-0.26021,1.70261,0.00000,0.00000,0.00000,0.00000,
2020-05-13,0.68513,0.76714,-0.68605,-0.58219,-0.48318,-0.34066,-0.47503,0.00000,0.00000,0.00000,0.00000,
2020-05-14,-0.37471,0.32874,0.71252,-0.18143,0.74191,-0.07925,-0.29550,0.00000,0.00000,0.00000,0.00000,
2020-05-15,0.22201,1.24630,-0.42796,-0.32767,-0.38115,-0.25129,0.41428,0.00000,0.00000,0.00000,0.00000,
2020-05-16,-0.07364,-0.23971,-1.46980,-0.20402,0.62453,-0.57054,0.34202,0.00000,0.00000,0.00000,0.00000,
2020-05-17,0.99418,-1.79570,0.79855,-0.40089,-1.52363,-0.27469,-0.45600,0.00000,0.00000,0.00000,0.00000,
2020-05-18,-0.96427,-1.61344,0.72326,0.57952,-1.02193,3.72217,-0.19709,0.00000,0.00000,0.00000,0.00000,
2020-05-19,-0.13800,0.05707,0.18122,0.00299,1.23936,-0.38465,-0.40873,0.00000,0.00000,0.00000,0.00000,
2020-05-20,-1.13416,1.47568,,-0.10021,1.07357,-0.05909,1.91992,0.00000,0.00000,0.00000,0.00000,
2020-05-21,2.17819,-0.61164,-1.58116,-0.17780,-0.58889,-0.32661,-0.85423,0.00000,0.00000,0.00000,0.00000,
2020-05-22,-1.23582,-0.68864,0.81338,-0.66666,-1.20328,-0.18968,-0.93057,0.00000,0.00000,0.00000,0.00000,
2020-05-23,0.64861,0.58248,,0.00257,1.39285,-0.07383,0.86728,0.00000,0.00000,0.00000,0.00000,
2020-05-24,0.00739,-2.66775,-1.93984,0.47053,-1.38889,-0.62981,-1.82048,0.00000,0.00000,0.00000,0.00000,
2020-05-25,-0.86216,0.32046,0.01468,0.83803,-0.63968,-0.41636,-1.16237,0.00000,0.00000,0.00000,0.00000,
2020-05-26,0.67558,-0.19598,0.92986,-1.17769,-0.38303,0.92048,-0.52959,0.00000,0.00000,0.00000,0.00000,
2020-05-27,-0.24093,0.83233,0.55270,-1.22524,0.26158,-0.30215,-0.02848,0.00000,0.00000,0.00000,0.00000,
2020-05-28,0.13699,-0.12835,0.26503,-0.62632,-0.30664,-0.41103,-0.44348,0.00000,0.00000,0.00000,0.00000,
2020-05-29,0.44888,-0.23092,0.77336,-0.08778,1.24722,-0.52827,-0.49990,0.00000,0.00000,0.00000,0.00000,
2020-05-30,-0.56288,0.78465,,-0.17484,-0.43031,-0.56322,2.40965,0.00000,0.00000,0.00000,0.00000,
2020-05-31,-0.97313,-0.21555,-1.96097,3.26884,0.83818,-0.46640,1.08945,0.00000,0.00000,0.00000,0.00000,
2020-06-01,1.35830,0.86822,-0.11362,2.29740,0.32111,-0.11619,0.77714,0.00000,0.00000,0.00000,0.00000,
2020-06-02,-0.36994,0.38242,0.17198,-0.82120,1.51398,-0.24122,-0.10957,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-03,-0.11894,-1.24762,0.83064,-0.80102,-1.42029,-0.41424,3.47332,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-04,-0.70896,0.77147,0.14753,0.01805,0.66956,-0.30941,-0.45194,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-05,1.49192,0.76490,0.81746,0.14784,-0.54275,-0.28436,-0.26716,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-06,-0.95084,0.50011,,0.45114,-1.40616,-0.51180,0.31600,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-07,0.96247,-1.98477,0.75940,-0.06335,-1.19931,-0.49685,2.16980,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-08,-0.81633,0.64311,-0.62701,-0.03991,0.65807,-0.17440,-0.34773,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-09,-0.21777,0.89299,0.35843,-0.96817,0.52116,-0.17973,0.27894,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-10,-0.30624,0.39704,-1.38321,-0.22135,0.55569,1.51884,-0.81752,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-11,0.95343,0.72788,0.80916,-0.04708,1.14047,0.89654,-0.33906,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-12,-0.03201,-2.64987,-1.79977,2.67656,-2.10867,-0.76135,-1.05273,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-13,0.80856,-1.01286,0.84673,0.30287,-0.91957,-0.49283,-0.57180,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-14,-1.80714,0.84789,0.77479,-0.36705,0.69149,1.15257,0.03238,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-15,1.11815,-0.25399,0.71271,-0.69533,-1.24864,0.47793,-0.79097,0.00000,0.00000,0.00000,0.00000,0.00000
2020-06-16,-1.10197,0.07248,0.71271,-0.00810,0.30607,-0.80343,-0.13509,0.20900,-0.86604,1.14972,-1.10924,0.00000
2020-06-17,1.13894,0.95458,-0.23250,-0.84986,-0.00424,-0.05394,1.20198,0.41753,-0.73759,1.14304,-1.17164,0.00000
2020-06-18,-0.49799,0.53290,-0.66840,-0.90551,-0.83930,-0.03409,-0.44277,0.28131,-0.30627,1.44475,-1.37480,0.00000
2020-06-19,0.41228,-0.30756,-1.36377,1.23349,2.06527,0.64860,-0.84231,0.15793,-0.35779,1.38654,-1.46164,0.00000
2020-06-20,0.68699,-0.84568,0.83563,2.25029,-1.33889,-0.87089,-0.38401,0.47225,-1.36218,1.53715,-1.18219,0.00000
2020-06-21,-1.52143,-0.01700,0.02919,1.31708,-0.84052,-1.03771,-0.08026,0.63383,-1.29251,1.67935,-0.77836,0.00000
2020-06-22,0.65735,0.31606,0.76082,-0.04349,1.35084,-0.57168,-0.67612,0.48806,-1.58223,1.73362,-0.92619,0.00000
2020-06-23,0.12355,0.32083,0.22454,-0.13247,-0.08765,-0.90670,0.12596,0.46538,-1.59792,1.81931,-0.72508,0.00000
2020-06-24,-0.40845,-1.20421,0.74671,1.42039,1.79346,-0.86466,-0.37478,0.43634,-1.68282,1.83376,-0.83602,0.00000
2020-06-25,-0.57593,0.76051,-0.40674,0.45422,-0.26889,-0.76038,0.15885,0.39659,-1.59190,2.01716,-0.84850,0.00000
2020-06-26,1.37797,0.91065,,-0.82451,-0.08765,-0.77650,0.56577,0.40791,-1.38840,2.04324,-0.84718,0.00000
2020-06-27,0.32064,-0.99739,0.76280,0.12475,1.80392,-0.66259,-0.93206,0.11469,-2.21439,1.56717,-0.59761,0.00000
2020-06-28,-0.72068,-0.51971,0.76280,1.77994,-0.27796,-0.78407,2.65794,0.83372,-1.45822,1.56247,-0.48468,0.00000
2020-06-29,-0.33391,0.03987,0.68799,0.77090,1.30731,0.46891,-0.64606,0.54218,-1.76892,1.17300,-0.40922,0.00000
2020-06-30,0.29075,0.94997,0.65448,-0.83367,0.22450,0.32333,-0.33128,0.31486,-1.73440,1.08745,-0.30439,0.00000
2020-07-01,-0.78227,1.48189,,-1.03330,0.22452,3.32799,2.27268,0.25252,-1.10733,1.29013,-0.22427,0.00000
2020-07-02,1.63849,0.85621,-1.24868,-1.01344,0.82229,1.29298,-0.21612,0.21001,-1.01846,1.32487,-0.25961,0.00000
2020-07-03,-1.56295,0.08667,-0.63067,-0.62600,0.00935,0.69514,-1.00021,-0.09823,0.68434,0.84962,0.06682,0.00000
2020-07-04,,-1.56409,-1.16485,,-1.80878,4.02779,2.38977,-0.14267,0.76323,0.75230,-0.86109,0.00000
2020-07-05,,-1.46106,-1.04661,0.86719,-1.40371,-0.39525,-0.78184,0.20573,-0.37748,0.70241,-0.52158,0.00000
2020-07-06,-3.66123,0.93952,-1.73004,1.96239,-0.35913,0.19966,0.83973,-0.19133,0.23157,0.89087,-0.76535,0.00000
2020-07-07,1.71296,-0.31632,0.96674,-0.93510,-0.25841,-0.39366,-0.75810,-1.45807,0.06791,0.74816,-0.57400,0.00000
2020-07-08,0.28226,0.82582,,-1.00165,0.05333,-0.47011,-0.09045,-2.10264,-0.07362,0.54851,-0.77880,0.00000
2020-07-09,0.22194,0.89198,-0.27581,-1.03766,0.30903,-0.27827,-0.45949,-2.01278,0.04648,0.40053,-0.79120,0.00000
2020-07-10,-0.08381,0.35570,0.84337,-0.75903,0.45326,-0.23340,-1.13475,-1.61967,0.42168,0.68764,-0.98558,0.00000
2020-07-11,-0.13295,0.22730,,-0.52219,1.22564,-0.45157,-0.00699,-2.53724,1.13666,0.49088,-1.36673,0.00000
2020-07-12,0.99106,-1.45756,,2.30939,-1.85982,-0.45154,-1.17825,-2.43488,0.50374,0.66902,-1.19532,0.00000
2020-07-13,-0.78591,-0.66275,-0.35293,0.98542,-0.93907,-0.01309,-0.96795,-2.14754,0.06435,0.52088,-0.81217,0.00000
2020-07-14,0.29877,0.61604,0.17786,-0.57259,-0.32874,-0.27983,-0.01117,-1.98716,0.28621,0.40957,-0.90940,0.00000
2020-07-15,0.39030,0.89583,-2.24932,-0.65019,0.30917,-0.21450,-0.14062,-1.11049,1.63946,0.38522,-0.57471,0.00000
2020-07-16,-0.19949,0.71901,0.16260,-0.65072,-0.80989,-0.46605,1.09013,-1.01347,1.68263,0.18774,-0.64811,0.00000
2020-07-17,0.01526,-0.00427,-0.62400,-0.01527,1.22294,0.05424,-0.80797,-0.80977,1.25741,-0.03819,-0.91524,0.00000
2020-07-18,0.70320,-2.02241,1.03350,-0.29874,-0.67350,-0.52559,2.49770,-0.80686,1.06768,-0.09461,-1.11727,0.00000
2020-07-19,-0.87813,-2.83959,1.03350,-0.86998,1.25436,-0.51530,-0.96441,-2.04312,-0.61243,-0.47530,-1.27792,0.00000
2020-07-20,1.10420,-0.06106,1.03350,-0.78618,-0.65984,-0.13860,-0.08651,-1.48217,-0.60385,-0.48181,-1.01538,0.00000
2020-07-21,0.03336,0.62282,1.03350,-0.56771,-0.22358,-0.22960,-0.54496,-1.39023,-0.69251,-0.50928,-0.84518,0.00000
2020-07-22,-0.31443,0.53352,-0.28403,-0.45342,-1.09373,-0.09839,0.29857,-1.22579,-1.34159,-0.70525,-0.80623,0.00000
2020-07-23,0.45278,-0.00219,-0.11052,-0.50432,1.43789,-0.33767,-0.63075,-1.23328,-1.92439,-0.90068,-0.84351,0.00000
2020-07-24,-0.37079,0.40411,-1.16375,-0.15774,0.23128,0.62794,-0.29834,-0.75097,-1.75329,-0.90128,-0.85475,0.00000
2020-07-25,0.53942,-1.87950,-1.93912,0.92449,-1.33161,-0.86083,-0.92485,-1.17723,-2.35689,-0.35647,-0.68748,0.00000
2020-07-26,-0.01980,-0.89358,0.93279,0.45342,-1.20705,-0.83557,-0.05013,-0.48977,-2.20354,-0.33976,-0.49188,0.00000
2020-07-27,-1.33762,0.11217,-0.58670,0.51735,1.46685,0.31101,-0.46617,-0.08433,-2.58758,-0.70753,-0.38500,0.00000
2020-07-28,1.54263,0.61803,-0.51233,-0.05170,0.45599,0.47153,-0.28147,0.74505,-2.04943,-0.68192,-0.64154,0.00000
2020-07-29,-0.61343,0.75917,0.97855,0.27764,-0.46952,1.50300,-0.33617,0.29021,-1.98262,-0.47221,-0.37706,0.00000
2020-07-30,-0.16408,0.25018,0.90208,-0.55473,0.28364,0.65353,0.35380,0.16598,-2.24594,-0.64981,-0.14470,0.00000
2020-07-31,0.91536,1.40858,,-0.88881,-0.67852,0.90472,0.40652,-0.22003,-1.61816,-0.85135,-0.03781,0.00000
2020-08-01,-0.54182,0.55641,,-0.01837,0.82632,-1.03618,-0.48958,-0.07411,-1.47773,-0.70535,0.16532,0.00000
2020-08-02,0.57041,-0.37462,0.90208,-0.80273,-0.77661,-1.03017,-0.44950,0.52223,-1.12221,-1.09204,0.33283,0.00000
2020-08-03,-0.99968,0.22014,0.83202,-0.91059,-0.94642,-0.32570,-0.46390,-0.12110,-0.74773,-0.88057,0.23185,0.00000
2020-08-04,0.41530,0.33824,-1.03318,-0.82382,-0.67923,-0.82726,0.93513,-0.53059,-0.88535,-0.91065,0.38371,0.00000
2020-08-05,-0.39121,0.24105,-0.20340,-0.84284,1.44667,0.80813,-0.16369,-0.39645,-1.25105,-0.96031,0.44155,0.00000
2020-08-06,0.68357,0.21068,-0.18890,0.82186,0.18798,0.57104,0.34820,0.33654,-1.55275,-1.19961,0.89929,0.00000
2020-08-07,-0.20212,-0.70127,0.80991,-0.35922,-0.90247,0.71398,-0.32887,1.06336,-1.99870,-0.68318,1.11755,0.00000
2020-08-08,0.23373,-0.37125,,2.78487,-0.96585,-1.05868,3.23621,1.70570,-1.43873,-0.48731,0.92194,0.00000
2020-08-09,0.45207,-2.47269,0.84727,-0.58245,1.77663,-0.82957,1.56601,2.00654,-1.08491,-0.50833,0.96644,0.00000
2020-08-10,-1.92751,-0.92043,-1.95957,2.94298,-0.80334,0.97813,-0.62357,1.84979,-1.49015,-0.64948,1.36739,0.00000
2020-08-11,1.38198,1.52521,,0.04988,-0.24679,1.04813,1.48926,2.40060,-1.12911,-0.60966,1.02254,0.00000
2020-08-12,-0.77248,1.14811,,-0.59447,-0.29130,-0.46221,0.32091,2.32996,-0.84863,-0.65974,0.57406,0.00000
2020-08-13,0.64358,-0.97199,0.84560,-0.80802,-0.76415,-0.90484,-0.86578,2.60499,-1.30391,-0.73671,1.95272,0.00000
2020-08-14,-0.45226,1.31167,,-0.79946,0.46903,1.89950,0.54906,2.22393,-0.83030,-0.63695,1.53544,0.00000
2020-08-15,0.61553,-1.06539,,2.26302,-1.52907,-1.12140,1.48114,2.09615,-0.33865,-0.87674,1.13946,0.00000
2020-08-16,0.90600,-0.16735,0.00000,1.69818,-0.95141,-0.99391,-0.65598,1.45489,0.10736,-0.71130,0.89229,0.00000
2020-08-17,-2.34490,0.37293,0.00000,0.20837,1.29965,3.28280,-0.68582,1.11032,0.30947,-0.66351,-0.16724,0.00000
2020-08-18,1.49715,0.09666,0.00000,-0.58137,-0.96754,-0.44273,-0.96211,1.19819,0.10927,-0.53198,0.19100,0.00000
2020-08-19,-1.23572,0.45613,0.00000,-0.41523,0.63286,0.97373,-0.57662,1.86176,-0.00340,-0.78834,0.24281,0.00000
2020-08-20,1.09211,0.12709,0.00000,-0.54006,0.88270,-0.40106,-0.33035,1.75320,0.01783,-0.77207,-0.02778,0.00000
2020-08-21,-0.25709,-0.62209,-0.44721,-0.80202,-0.82597,-0.36522,-0.46977,1.55151,-0.95820,-0.84591,1.21029,0.00000
2020-08-22,0.55178,0.57866,,0.01841,0.47583,-0.81815,-0.62356,1.66245,-0.98195,-0.93952,1.67556,0.00000
2020-08-23,-0.57872,,,-0.82428,-1.37655,-0.81779,-1.35657,1.17975,-0.77703,-1.23932,-0.18988,0.00000
2020-08-24,-0.19128,1.41144,,-0.81392,-0.60029,0.85785,0.08176,1.30354,-0.21201,-1.41012,-0.74687,0.00000
2020-08-25,0.46990,0.47589,0.00000,-0.75665,0.74642,0.53102,-0.25342,1.83409,-0.14816,-1.40068,-0.49561,0.00000
2020-08-26,-0.51982,0.79487,0.00000,-0.53469,0.55185,0.47603,1.39380,1.52854,0.15677,-1.35820,-0.38665,0.00000
2020-08-27,0.48865,0.73799,0.00000,-0.69611,0.01932,-0.26907,0.13183,1.09122,0.48472,-1.24302,-0.45192,0.00000
2020-08-28,-0.59640,0.21056,0.00000,0.04696,0.24601,3.37785,-0.55260,0.62052,1.05958,-1.99402,0.39338,0.00000
2020-08-29,0.69524,-2.56475,,1.43908,-1.42439,-0.74547,-1.40959,0.50820,-0.24283,-2.17618,1.94011,0.00000
2020-08-30,-0.79292,-0.18601,0.00000,0.69187,1.31677,-0.65259,-0.74664,0.29182,0.83320,-1.96681,2.65542,0.00000
2020-08-31,0.35553,-0.86354,0.00000,0.13831,2.36160,-0.41123,-0.55837,0.25301,0.88444,-1.80628,1.15475,0.00000
2020-09-01,1.29394,0.04659,0.00000,-0.44147,-0.25371,-0.46541,1.59707,0.31171,0.23414,-1.96461,1.75260,0.00000
2020-09-02,-1.12625,0.41890,-0.41464,-0.62992,1.00599,-0.39710,-0.33850,0.50722,-0.08531,-1.90275,1.64964,0.00000
2020-09-03,0.84955,0.14134,-0.33539,-0.46583,-0.24201,0.18740,2.10375,-0.15160,0.54854,-1.76992,1.21480,0.00000
2020-09-04,-1.11071,-0.01746,-1.51554,-0.76757,1.92255,0.09113,-0.25248,-0.11497,-0.08306,-1.79628,1.06452,0.00000
2020-09-05,1.00882,-1.73129,-1.37727,1.18388,-0.89732,-0.70546,3.68331,-0.07226,-0.37805,-2.27073,1.30397,0.00000
2020-09-06,-1.55549,0.69544,1.01559,0.34356,-0.30706,-0.63955,1.01778,-0.28453,0.05233,-2.32819,0.15026,0.00000
2020-09-07,1.32362,0.03991,0.90418,-0.70591,-0.41820,-0.41043,1.05894,-0.20205,-0.11738,-2.27236,0.81560,0.00000
2020-09-08,-0.09094,0.72947,0.30894,-0.28270,0.24973,-0.36317,-0.33607,-0.06908,0.22427,-2.32954,0.41736,0.00000
2020-09-09,-0.28757,-0.91452,-1.47105,0.49537,-1.02397,3.70246,-0.83727,-0.09957,-0.49191,-2.33841,-0.35207,0.00000
2020-09-10,0.06472,0.74644,-0.18505,0.40052,-0.39189,-0.24237,0.61797,-0.36467,-0.14957,-2.12841,-0.81759,0.00000
2020-09-11,-0.08786,0.41588,0.96874,-0.24984,0.30225,-0.51328,0.13121,-0.58597,0.46106,-2.10510,-1.63123,0.00000
2020-09-12,-0.63200,-0.10220,0.91800,0.13881,-0.25331,-0.50373,-0.52302,-0.32979,0.22345,-1.63878,-2.71570,0.00000
2020-09-13,1.54638,0.76120,,-0.84343,-0.70051,-0.51500,0.40288,-0.44020,0.68214,-1.38377,-2.26674,0.00000
2020-09-14,-0.83441,-1.03563,0.87459,-0.81250,-1.03246,-0.48117,1.91473,-0.89770,-0.61595,-1.42932,-2.61329,0.00000
2020-09-15,-0.30419,0.89441,-0.29752,-0.27648,-0.11117,-0.15842,-0.16793,-1.16176,-0.36887,-1.42565,-2.68643,0.00000
2020-09-16,0.28826,-0.07627,0.12121,-0.89464,-0.52123,0.82870,-0.53357,-0.86994,-0.90485,-1.46076,-2.15230,0.00000
2020-09-17,0.19422,0.71553,0.00680,-0.99688,0.27127,-0.36041,-0.67284,-0.52311,-1.02553,-1.24506,-1.96152,0.00000
2020-09-18,-0.29546,1.01486,,-0.24874,0.60663,0.52532,-0.70790,-0.55390,-0.60846,-1.20919,-2.00640,0.00000
2020-09-19,0.31227,0.07210,-0.18944,0.51305,-0.44134,0.05703,0.97155,-0.37261,1.72396,-0.66960,-2.64206,0.00000
2020-09-20,1.91114,-2.41098,1.14366,-1.13453,1.42028,-0.46979,-1.11656,0.99098,0.31554,-0.78371,-3.00098,0.00000
2020-09-21,-3.13362,-1.10343,1.04429,-1.03204,-1.19898,-0.18966,1.39801,0.61933,0.22299,-0.79358,-2.76307,0.00000
2020-09-22,1.85513,0.95744,-1.58386,-0.20824,-0.36343,0.42881,-0.24995,0.55108,0.81526,-0.79206,-2.66341,0.00000
2020-09-23,-0.50968,-0.07931,0.13547,-0.07987,1.36235,-0.31698,-0.20818,0.12240,0.44754,-0.91441,-2.64577,0.00000
2020-09-24,0.03352,0.65632,-0.30079,-0.75382,-0.14215,-0.27392,-0.43875,0.66561,0.72417,-0.91923,-2.46885,0.00000
2020-09-25,-0.20471,-0.69270,0.92114,1.15245,0.18783,0.13068,-0.44024,1.06828,0.25401,-0.86077,-1.77343,0.00000
2020-09-26,1.68360,-0.12228,0.02835,3.21951,0.98270,-0.50326,-0.96844,1.04969,1.43892,-0.38688,-1.40072,0.00000
2020-09-27,-1.67843,-0.62451,,1.99414,-1.55203,-0.52907,-0.99455,1.47355,0.54355,-0.45339,-1.09218,0.00000
2020-09-28,-0.27377,1.63153,,1.58594,0.86825,0.72668,0.25833,1.35163,1.58689,-0.21051,-1.06431,0.00000
2020-09-29,0.78408,0.52535,0.00346,-0.96337,-0.11491,-0.03823,-0.56944,0.88475,1.37752,-0.29608,-0.74279,0.00000
2020-09-30,-0.74342,-0.03288,0.97319,-0.39170,1.60629,0.35653,-0.61074,1.05539,2.06139,-0.30507,-0.30721,0.00000
2020-10-01,0.82013,1.48757,,-0.54913,0.92727,1.75325,0.44273,1.05615,2.44745,-0.28783,-0.07172,0.00000
2020-10-02,0.16445,-0.01389,-2.04146,-0.31237,0.74243,-0.61331,-0.88648,1.42161,2.09989,-0.20535,0.06767,0.00000
2020-10-03,-0.01518,-0.88643,,0.99493,-1.37994,-0.55430,-1.19369,1.05072,1.62972,-0.87137,0.26077,0.00000
2020-10-04,-0.59588,0.75912,,2.17281,-1.13506,-0.13758,-0.24943,1.05547,1.54567,-1.08299,0.20861,0.00000
2020-10-05,0.23461,0.35142,0.35316,0.72527,0.40194,-0.59416,-0.78385,1.61323,2.42433,-0.99857,0.63992,0.00000
2020-10-06,-0.40818,0.55164,-0.43247,0.24432,0.67521,-0.35809,0.55494,1.26324,2.15989,-1.05372,0.52632,0.00000
2020-10-07,0.46196,-0.23038,-0.86114,-0.27154,1.57362,-0.79024,1.40930,0.67644,2.13500,-0.91183,-0.01208,0.00000
2020-10-08,0.09132,0.76083,0.37836,-1.00216,0.32881,-0.51870,-0.29032,0.16786,2.16569,-0.83917,-0.23989,0.00000
2020-10-09,-0.20762,0.50378,,0.77731,1.32546,-1.05548,-0.10524,0.09680,1.90949,-0.69802,-0.40099,0.00000
2020-10-10,0.57913,-1.34750,,0.01076,-1.26581,-0.96681,-1.22848,0.09641,1.17466,-1.20968,-0.41934,0.00000
2020-10-11,-0.81151,-0.35907,,-0.03805,-0.09070,-0.96153,-1.20967,-0.86603,2.24676,-0.77248,0.31854,0.00000
2020-10-12,0.30370,-1.62099,0.00000,-0.61149,2.38378,-0.38766,-0.88571,0.26458,2.16750,-0.73613,0.29744,0.00000
2020-10-13,0.22731,-0.43749,0.00000,-0.54009,-1.02823,-0.25680,-0.28631,0.72951,1.54401,-0.69482,0.51252,0.00000
2020-10-14,-0.17254,-1.31402,0.00000,-0.59955,-1.52671,-0.32255,-0.51505,1.48771,1.07891,-0.60412,1.16768,0.00000
2020-10-15,-0.98087,0.28141,,1.91600,1.13360,-0.86745,-0.04046,0.79454,0.89688,-0.59753,0.80916,0.00000
2020-10-16,1.33206,-0.24006,0.00000,-0.11201,-0.87635,0.96556,0.00312,-0.29693,1.21294,-0.62768,0.66894,0.00000
2020-10-17,0.08339,-1.71012,,2.70284,-1.50990,-0.86233,1.48271,-0.50884,0.50337,-0.88931,0.19930,0.00000
2020-10-18,-0.72710,-2.12504,0.00000,3.08822,0.73791,-0.86220,3.06967,-0.19501,-0.26303,-0.98213,-0.23375,0.00000
2020-10-19,0.14368,0.44913,0.00000,-0.61651,0.47981,-0.60081,-0.59070,-0.23890,-0.92286,-0.68208,-0.30725,0.00000
2020-10-20,0.35485,-1.03068,0.00000,-0.46110,1.74414,-0.35068,-0.33568,0.00756,-1.70187,-0.75023,-0.79452,0.00000
2020-10-21,-1.35262,0.12731,0.00000,-0.71692,0.55933,0.09284,0.95670,-0.79321,-1.69265,-0.71557,-1.11784,0.00000
2020-10-22,1.52493,0.99020,0.00000,-0.80801,0.50077,-0.28956,-0.29482,-0.78200,-2.05836,-0.45100,-1.14025,0.00000
2020-10-23,-0.43596,1.54903,0.00000,-0.68656,0.02273,2.03966,0.31676,-0.52237,-1.51017,-0.39379,-1.32368,0.00000
2020-10-24,-0.45347,0.00617,,1.66675,-1.56188,-0.95619,1.68151,-0.79273,-1.19550,0.64316,-1.32436,0.00000
2020-10-25,0.93441,0.06856,,2.22573,-0.53506,3.99075,-1.08312,-0.79210,-1.61972,0.71427,-0.78992,0.00000
2020-10-26,-0.51954,1.09953,0.00000,-0.04977,-0.76863,0.74684,0.55389,-0.62102,-1.43503,0.83620,-0.76593,0.00000
2020-10-27,-0.49682,-0.19115,0.00000,-0.61969,-0.72077,-0.04701,-0.87640,-0.25955,-1.84175,1.01504,-0.49952,0.00000
2020-10-28,-0.16165,1.63855,,-0.84534,0.89186,1.81102,0.14001,-0.22419,-1.15988,0.86627,-0.27412,0.00000
2020-10-29,0.90053,-0.24777,0.00000,-0.59997,-0.88741,0.57403,-0.67787,-0.19532,-1.67203,0.36652,0.20481,0.00000
